"Cluster"	"Category"	"Term_accession"	"Term_description"	"Count_query"	"Pop_query"	"Count_universe"	"Pop_universe"	"%_query"	"%_universe"	"pval"	"adjpval"	"fold_change"	"Proteins_in_query"
"linear_increasing_GO"	"GO_BP"	"42730"	"fibrinolysis "	3	74	9	1894	2.7027027027027	0.475184794086589	0.0600670578603882	1	5.68768768768769	"P02671;P02675;P02679"
"linear_increasing_GO"	"GO_BP"	"9617"	"response to bacterium "	3	74	10	1894	2.7027027027027	0.527983104540655	0.0703889133184773	1	5.11891891891892	"P01024;P15090;Q03135"
"linear_increasing_GO"	"GO_CC"	"9898"	"cytoplasmic side of plasma membrane "	4	74	24	1894	4.05405405405405	1.26715945089757	0.0756780708584145	0.536526634561522	3.19932432432432	"P02549;P02730;P11277;P16157"
"linear_increasing_GO"	"GO_CC"	"34364"	"high-density lipoprotein particle "	16	74	249	1894	20.2702702702703	13.1467793030623	0.0789977866839051	0.536526634561522	1.54184304786714	"A0A096LPE2;P01024;P02671;P00738;Q14624;P69905;P02675;P02679;O75636;P02730;P00915;P27105;P61224;P49327;Q16787;P11277"
"linear_increasing_GO"	"GO_CC"	"34364"	"high-density lipoprotein particle"	16	74	249	1894	20.2702702702703	13.1467793030623	0.0789977866839051	0.536526634561522	1.54184304786714	"A0A096LPE2;P01024;P02671;P00738;Q14624;P69905;P02675;P02679;O75636;P02730;P00915;P27105;P61224;P49327;Q16787;P11277"
"linear_increasing_GO"	"GO_BP"	"6631"	"fatty acid metabolic process "	3	74	11	1894	2.7027027027027	0.58078141499472	0.081240482766351	1	4.65356265356265	"P01024;P49327;E7EMM4"
"linear_increasing_GO"	"GO_BP"	"50714"	"positive regulation of protein secretion "	3	74	11	1894	2.7027027027027	0.58078141499472	0.081240482766351	1	4.65356265356265	"P02671;P02675;P02679"
"linear_increasing_GO"	"GO_BP"	"72659"	"protein localization to plasma membrane "	4	74	26	1894	4.05405405405405	1.3727560718057	0.0897483167096293	1	2.95322245322245	"P02730;P16157;P35241;Q15599"
"linear_increasing_GO"	"GO_CC"	"30659"	"cytoplasmic vesicle membrane "	3	74	12	1894	2.7027027027027	0.633579725448786	0.0925695103253324	0.580339622424199	4.26576576576577	"Q8NFJ5;Q99758;Q9Y696"
"linear_decreasing_GO"	"GO_MF"	"3723"	"RNA binding "	88	270	357	1894	32.2222222222222	18.8489968321014	6.53493068430908e-07	0.000146097683506862	1.70949268596327	"O43143;O43390;O75131;O75533;P04075;P06748;P07585;P09382;P09429;P10412;P12270;P12956;P14618;P14625;P16401;P16402;P17931;P18124;P21291;P21333;P22314;P22626;P23246;P23284;P23396;P26196;P26583;P30050;P32969;P36578;P38159;P38919;P39019;P39023;P42677;P42766;P46777;P46781;P48444;P50914;P51858;P51991;P52597;P53597;P53999;P61247;P61313;P61978;P62081;P62277;P62280;P62424;P62701;P62750;P62854;P62906;P62917;P63244;P84103;Q02878;Q08945;Q12906;Q13263;Q14011;Q14103;Q14152;Q15233;Q15365;Q15717;Q15942;Q16666;Q8NC51;Q92499;Q92616;Q99613;Q8N1G4;A0A087WUK2;A0A3B3IUA2;D6RHI9;F8W6I7;J3KP15;K7ELL7;K7EQ55;A0A087X0X3;A0A0B4J1Z1;A0A0R4J2E8;G8JLB6;M0R0F0"
"linear_decreasing_GO"	"GO_MF"	"3735"	"structural constituent of ribosome "	32	270	72	1894	11.4814814814815	3.80147835269271	6.76378164383619e-07	0.000146097683506862	3.02026748971193	"P05387;P18124;P23396;P30050;P32969;P36578;P39019;P39023;P42677;P42766;P46777;P46781;P50914;P61247;P61313;P62081;P62277;P62280;P62424;P62701;P62750;P62854;P62906;P62917;Q02878;A0A087WXM6;H0YMV8;H3BNC9;Q8WVC2;A0A2R8Y811;D3YTB1;M0R0F0"
"linear_decreasing_GO"	"GO_BP"	"2181"	"cytoplasmic translation "	26	270	53	1894	9.25925925925926	2.79831045406547	2.46428468825747e-06	0.00228735380279263	3.3088749126485	"P05387;P18124;P23396;P30050;P32969;P36578;P39019;P39023;P42677;P42766;P46777;P46781;P50914;P61247;P61313;P62081;P62277;P62280;P62424;P62701;P62750;P62854;P62906;P62917;P63244;Q02878"
"linear_decreasing_GO"	"GO_BP"	"6412"	"translation "	32	270	79	1894	11.4814814814815	4.17106652587117	3.65100367564665e-06	0.00228735380279263	2.75264885138303	"P05387;P18124;P23396;P30050;P32969;P36578;P39019;P39023;P42677;P42766;P46777;P46781;P50914;P61247;P61313;P62081;P62277;P62280;P62424;P62701;P62750;P62854;P62906;P62917;Q02878;A0A087WXM6;H0YMV8;H3BNC9;Q8WVC2;A0A2R8Y811;D3YTB1;M0R0F0"
"linear_decreasing_GO"	"GO_CC"	"22626"	"cytosolic ribosome "	24	270	51	1894	8.51851851851852	2.69271383315734	1.14265993793639e-05	0.00381648419270756	3.16354393609296	"P18124;P23396;P30050;P32969;P36578;P39019;P39023;P42677;P42766;P46777;P46781;P50914;P61247;P61313;P62081;P62277;P62280;P62424;P62701;P62750;P62906;P62917;Q02878;Q92616"
"linear_decreasing_GO"	"GO_CC"	"1990904"	"ribonucleoprotein complex "	26	270	70	1894	9.25925925925926	3.69588173178458	0.000152888816098867	0.0170216215256738	2.505291005291	"O43390;P06748;P18124;P22626;P23396;P36578;P38159;P46777;P46781;P51991;P52597;P61247;P61978;P62081;P62701;Q12906;Q14103;Q15365;Q15717;Q92499;A0A087WUK2;A0A3B3IUA2;H0YMV8;H3BNC9;Q8WVC2;D3YTB1"
"linear_decreasing_GO"	"GO_CC"	"5925"	"focal adhesion "	49	270	195	1894	17.7777777777778	10.2956705385428	0.000397577548713312	0.0331977253175616	1.72672364672365	"O00151;O15145;O60504;O75131;P05387;P06748;P06756;P11021;P14625;P15153;P16070;P18124;P21291;P21333;P23284;P23396;P24821;P29966;P30050;P32969;P36578;P39019;P39023;P43121;P46777;P46781;P48059;P60953;P61247;P61978;P62081;P62277;P62280;P62424;P62701;P62906;P62917;P68032;Q02878;Q13045;Q13643;Q14315;Q15942;Q16527;Q8WX93;Q93052;Q9NR12;Q9UL25;P51911"
"linear_decreasing_GO"	"GO_CC"	"5840"	"ribosome "	15	270	31	1894	5.18518518518519	1.63674762407603	0.00063077624778912	0.0421358533523132	3.16798088410992	"P23396;P32969;P39019;P42677;P46781;P61313;P62081;P62277;P62280;P62701;Q92616;H0YMV8;H3BNC9;Q8WVC2;D3YTB1"
"linear_decreasing_GO"	"GO_MF"	"3729"	"mRNA binding "	17	270	40	1894	5.92592592592593	2.11193241816262	0.000753288067951324	0.108473481784991	2.80592592592593	"O43390;O75533;P12270;P14618;P18124;P23396;P26196;P38159;P38919;P42766;P61978;P62277;P62854;Q14152;Q15365;Q15717;Q99497"
"linear_decreasing_GO"	"GO_CC"	"5730"	"nucleolus "	35	270	129	1894	12.5925925925926	6.81098204857445	0.0011780782121029	0.0615938019466096	1.84886592018375	"O43143;O75131;O75533;P03950;P06748;P12956;P16401;P18124;P21333;P23396;P26583;P30050;P36578;P38919;P39019;P39023;P42677;P42766;P46777;P46781;P53999;P61247;P62081;P62277;P62280;P62424;P62701;P62750;Q08945;Q12906;Q14152;Q15393;Q16666;A0A3B3IUA2;S4R3H4"
"linear_decreasing_GO"	"GO_CC"	"22625"	"cytosolic large ribosomal subunit "	15	270	34	1894	5.18518518518519	1.79514255543823	0.0012908880647493	0.0615938019466096	2.88845315904139	"P05387;P18124;P30050;P32969;P36578;P39023;P42766;P46777;P50914;P61313;P62424;P62750;P62906;P62917;Q02878"
"linear_decreasing_GO"	"GO_MF"	"19843"	"rRNA binding "	8	270	9	1894	2.59259259259259	0.475184794086589	0.00169860035187501	0.183448838002501	5.4559670781893	"P03950;P06748;P32969;P46781;P62280;P62701;P62750;P62917"
"linear_decreasing_GO"	"GO_CC"	"16607"	"nuclear speck "	16	270	40	1894	5.55555555555556	2.11193241816262	0.00251250531843349	0.104897097044598	2.63055555555556	"O14558;O43143;O75533;P06748;P23246;P38919;P80723;P84103;Q15233;Q15365;Q16666;Q5SSJ5;Q8N392;A0A1B0GUC3;A0A1X7SBZ2;J3KP15"
"linear_decreasing_GO"	"GO_CC"	"5634"	"nucleus "	98	270	524	1894	35.9259259259259	27.6663146779303	0.00386016138303889	0.143254877992777	1.29854396381114	"O14558;O15145;O43143;O43390;O60504;O75131;O75368;O75531;O75533;P00338;P02794;P03950;P04075;P06748;P08311;P09429;P10412;P11021;P12270;P12956;P14618;P14625;P16401;P16402;P17661;P17931;P18124;P20700;P21291;P21333;P22314;P22626;P23246;P23284;P23396;P23526;P26196;P26583;P30044;P32969;P36578;P38159;P38919;P39023;P42677;P43686;P46777;P46781;P50453;P51858;P51991;P52597;P53999;P54727;P61247;P61313;P61978;P62081;P62277;P62424;P62750;P62906;P63244;P68371;P80723;Q02878;Q07812;Q08945;Q12906;Q13045;Q13200;Q13263;Q13643;Q14011;Q14103;Q15233;Q15365;Q15393;Q15717;Q15942;Q16527;Q16666;Q16795;Q3LXA3;Q5SSJ5;Q71DI3;Q8NC51;Q8WX93;Q92499;Q92598;Q93052;Q96FJ2;Q99497;Q9BTT0;Q9HB71;Q96AB3;K7EK07;A0A0R4J2E8"
"linear_decreasing_GO"	"GO_CC"	"22627"	"cytosolic small ribosomal subunit "	11	270	25	1894	3.7037037037037	1.31995776135164	0.00744649627677748	0.226102705131244	2.80592592592593	"P23396;P39019;P42677;P46781;P61247;P62081;P62277;P62280;P62701;P62854;P63244"
"linear_decreasing_GO"	"GO_MF"	"3730"	"mRNA 3'-UTR binding "	9	270	17	1894	2.96296296296296	0.897571277719113	0.00784632454348899	0.564935367131208	3.30108932461874	"O43390;P22626;P46777;P51991;P62081;Q14011;Q15717;Q8NC51;H3BNC9"
"linear_decreasing_GO"	"GO_CC"	"14069"	"postsynaptic density "	13	270	33	1894	4.44444444444444	1.74234424498416	0.0089178745753055	0.248214175679337	2.55084175084175	"P18124;P23396;P30050;P39019;P42677;P50914;P62277;P62917;Q02878;Q14103;Q14152;Q15365;Q96HC4"
"linear_decreasing_GO"	"GO_MF"	"3677"	"DNA binding "	19	270	65	1894	6.66666666666667	3.43189017951426	0.0154745953852911	0.955003600920821	1.9425641025641	"P03950;P12956;P18124;P23246;P23396;P26583;P42677;P61978;Q02878;Q08945;Q12906;Q13263;Q15233;Q5SSJ5;Q71DI3;Q92499;U3KQK0;A0A087WUK2;K7EK07"
"linear_decreasing_GO"	"GO_BP"	"42274"	"ribosomal small subunit biogenesis "	9	270	20	1894	2.96296296296296	1.05596620908131	0.0162203872815844	1	2.80592592592593	"P06748;P39019;P42677;P46781;P61247;P62081;P62277;P62280;P62701"
"linear_decreasing_GO"	"GO_CC"	"5654"	"nucleoplasm "	76	270	410	1894	27.7777777777778	21.6473072861668	0.018850812320422	0.39351070718881	1.28319783197832	"O14579;O43143;O43390;O75131;O75531;O75533;P06748;P07741;P09429;P12270;P12956;P14174;P16401;P17931;P20700;P22314;P22626;P23246;P23284;P23396;P26583;P30837;P38159;P38919;P39019;P42677;P43686;P46777;P46781;P50402;P50453;P51858;P51991;P52597;P53999;P54727;P61247;P61978;P62081;P62277;P62280;P62701;P62854;P63244;P84103;Q08945;Q12906;Q13045;Q13200;Q13263;Q13938;Q14011;Q14103;Q14152;Q15233;Q15365;Q15393;Q15717;Q16666;Q71DI3;Q92499;Q92598;Q99497;Q9HB71;Q9NR12;A0A494C0W5;U3KQK0;A0A087WUK2;E9PGT6;H0Y9Y3;J3KP15;K7EQ55;S4R3H4;A0A087X0X3;A0A0A0MRA5;G8JLB6"
"linear_decreasing_GO"	"GO_CC"	"31941"	"filamentous actin "	6	270	10	1894	1.85185185185185	0.527983104540655	0.0288636703858089	0.535581439381121	3.50740740740741	"O00151;O15145;P53814;Q14195;Q96HC4;Q9NR12"
"linear_decreasing_GO"	"GO_MF"	"8307"	"structural constituent of muscle "	7	270	15	1894	2.22222222222222	0.791974656810982	0.0360076775957195	1	2.80592592592593	"P05976;P21291;P35749;P53814;P60660;Q16527;A0A075B7B1"
"linear_decreasing_GO"	"GO_MF"	"15631"	"tubulin binding "	6	270	11	1894	1.85185185185185	0.58078141499472	0.0378792949064211	1	3.18855218855219	"P04075;P12270;P23396;P51858;Q9HB71;Q9BW30"
"linear_decreasing_GO"	"GO_BP"	"17148"	"negative regulation of translation "	7	270	16	1894	2.22222222222222	0.844772967265047	0.0445726130366563	1	2.63055555555556	"P03950;P23396;P26196;P38919;P63244;Q12906;Q8NC51"
"linear_decreasing_GO"	"GO_CC"	"71013"	"catalytic step 2 spliceosome "	9	270	23	1894	2.96296296296296	1.21436114044351	0.0461635810139043	0.770931802932202	2.43993558776167	"O43390;O75533;P22626;P38159;P38919;P51991;P52597;P61978;Q15393"
"linear_decreasing_GO"	"GO_BP"	"43066"	"negative regulation of apoptotic process "	16	270	60	1894	5.55555555555556	3.16789862724393	0.0481305660975407	1	1.7537037037037	"O14558;O95865;P06748;P11021;P14174;P14550;P14625;P16070;P20160;P21333;P30044;P50453;P61247;P61978;P68032;Q8NBS9"
"linear_decreasing_GO"	"GO_MF"	"8137"	"NADH dehydrogenase (ubiquinone) activity "	5	270	8	1894	1.48148148148148	0.422386483632524	0.0499322420672895	1	3.50740740740741	"O00483;P28331;Q16795;O75380;G3V0I5"
"linear_decreasing_GO"	"GO_BP"	"398"	"mRNA splicing, via spliceosome "	11	270	34	1894	3.7037037037037	1.79514255543823	0.0581190944265373	1	2.06318082788671	"O43143;O43390;O75533;P22626;P38159;P38919;P51991;P52597;P61978;P84103;Q15393"
"linear_decreasing_GO"	"GO_BP"	"44597"	"daunorubicin metabolic process "	4	270	5	1894	1.11111111111111	0.263991552270327	0.0645697714574013	1	4.20888888888889	"O43488;P14550;P52895;Q04828"
"linear_decreasing_GO"	"GO_BP"	"44598"	"doxorubicin metabolic process "	4	270	5	1894	1.11111111111111	0.263991552270327	0.0645697714574013	1	4.20888888888889	"O43488;P14550;P52895;Q04828"
"linear_decreasing_GO"	"GO_BP"	"48025"	"negative regulation of mRNA splicing, via spliceosome "	4	270	5	1894	1.11111111111111	0.263991552270327	0.0645697714574013	1	4.20888888888889	"P06748;P22626;P38159;P61978"
"linear_decreasing_GO"	"GO_MF"	"51371"	"muscle alpha-actinin binding "	4	270	5	1894	1.11111111111111	0.263991552270327	0.0645697714574013	1	4.20888888888889	"O00151;Q8WX93;Q96HC4;Q9NR12"
"linear_decreasing_GO"	"GO_MF"	"42056"	"chemoattractant activity "	4	270	5	1894	1.11111111111111	0.263991552270327	0.0645697714574013	1	4.20888888888889	"P09429;P14174;P17931;P26583"
"linear_decreasing_GO"	"GO_CC"	"5681"	"spliceosomal complex "	9	270	27	1894	2.96296296296296	1.42555438225977	0.0670632767772162	0.91032071094801	2.07846364883402	"O43143;O43390;O75533;P17931;P22626;P38159;Q14011;Q15393;F8W6I7"
"linear_decreasing_GO"	"GO_BP"	"6334"	"nucleosome assembly "	8	270	21	1894	2.59259259259259	1.10876451953537	0.0725699756582538	1	2.33827160493827	"P06748;P10412;P16401;P16402;P26583;Q08945;Q5SSJ5;Q71DI3"
"linear_decreasing_GO"	"GO_BP"	"45727"	"positive regulation of translation "	8	270	21	1894	2.59259259259259	1.10876451953537	0.0725699756582538	1	2.33827160493827	"P06748;P38919;P46777;P62701;Q14011;Q14103;Q15717;Q99613"
"linear_decreasing_GO"	"GO_CC"	"32040"	"small-subunit processome "	8	270	21	1894	2.59259259259259	1.10876451953537	0.0725699756582538	0.918454415469064	2.33827160493827	"P39019;P42677;P46781;P61247;P62081;P62277;P62280;P62701"
"linear_decreasing_GO"	"GO_CC"	"15935"	"small ribosomal subunit "	6	270	14	1894	1.85185185185185	0.739176346356917	0.0742463150229483	0.918454415469064	2.505291005291	"P06748;P62701;P62854;P63244;A0A2R8Y811;M0R0F0"
"linear_decreasing_GO"	"GO_MF"	"8201"	"heparin binding "	9	270	28	1894	2.96296296296296	1.47835269271383	0.0747173140926385	1	2.0042328042328	"P02749;P03950;P04004;P08294;P08311;P13727;P20160;P35555;P51858"
"linear_decreasing_GO"	"GO_MF"	"976"	"transcription cis-regulatory region binding "	5	270	10	1894	1.48148148148148	0.527983104540655	0.0829732343946059	1	2.80592592592593	"P09429;P12956;P23246;P26583;P80723"
"linear_decreasing_GO"	"GO_MF"	"4032"	"alditol:NADP+ 1-oxidoreductase activity "	4	270	6	1894	1.11111111111111	0.316789862724393	0.0882897012607708	1	3.50740740740741	"O43488;P14550;P52895;Q04828"
"linear_decreasing_GO"	"GO_BP"	"2218"	"activation of innate immune response "	6	270	15	1894	1.85185185185185	0.791974656810982	0.089468881095518	1	2.33827160493827	"P09429;P12956;P23246;Q15233;Q16666;A0A494C0W5"
